row.ID,row.m.z,row.retention.time,X20240730_Ext_E31_24h_ddms30.mzML.Peak.area,X20240730_Ext_E31_MGO_24h_ddms30.mzML.Peak.area,Peakgroup_id,NonMGO.peak.area,MGO.peak.area,Peak_Area_Change,Label
3785,348.2742255,8.971785,643132.75,73487.61,234,852243.0059999999,77879.9293,774363.0767,S
3816,348.2742568,9.093088,165327.08,0,234,852243.0059999999,77879.9293,774363.0767,S
3482,349.1645728,7.721014,29333.504,31201.34,235,29333.504,31201.34,1867.8359999999993,P
5367,350.2687162,14.981952,82522.3,0,236,82522.3,0,82522.3,S
4294,352.2508605,10.477019,302150.22,362295.9,237,302150.22,362295.9,60145.68000000005,P
5427,353.2686002,15.477652,58530.797,20146.406,238,58530.797,20146.406,38384.391,S
3012,353.5563553,5.457033,136419,123746.89,239,136419,123746.89,12672.11,S
690,353.9285388,1.1912565,387555.03,0,240,387555.03,336240.53,51314.5,S
626,353.928602,1.0878067,0,336240.53,240,387555.03,336240.53,51314.5,S
1443,356.1197314,2.3491585,47200.227,0,241,47200.227,0,47200.227,S
6121,356.3156683,17.465961,54373.688,0,242,54373.688,0,54373.688,S
2779,357.0599029,4.891549,15366.404,81666.36,243,15366.404,81666.36,66299.956,P
5165,358.1198605,13.865736,170041.1,157512.5,244,170041.1,157512.5,12528.600000000006,S
5115,358.2589328,13.629126,34494.83,37075.44,245,34494.83,37075.44,2580.6100000000006,P
5121,358.2945155,13.65917,33550.773,5273.0903,246,33550.773,5273.0903,28277.6827,S
837,358.9912353,1.6299849,179629.84,0,247,330737.26,0,330737.26,S
894,358.9913817,1.7202775,151107.42,0,247,330737.26,0,330737.26,S
3677,360.2741618,8.5591755,114790.64,4753.272,248,114790.64,4753.272,110037.368,S
3336,362.2535741,6.831211,78735,9536.271,249,78735,9536.271,69198.72899999999,S
4723,362.2896289,11.748601,64851.28,6892.8174,250,300798.027,17199.6224,283598.4046,S
3786,362.2897135,8.971785,195087.72,10306.805,250,300798.027,17199.6224,283598.4046,S
3818,362.2898988,9.093088,40859.027,0,250,300798.027,17199.6224,283598.4046,S
5325,364.2842222,14.671801,125921.49,0,251,125921.49,0,125921.49,S
432,365.0841006,0.918832,1329576.5,0,252,1329576.5,0,1329576.5,S
3964,365.2322823,9.499099,42915.793,0,253,42915.793,0,42915.793,S
3412,366.191216,7.3344293,37138.438,34544.07,254,37138.438,34544.07,2594.368000000002,S
5443,366.3001844,15.611617,99402.12,0,255,99402.12,0,99402.12,S
5852,368.4247937,17.26011,254091.22,254363.4,256,254091.22,254363.4,272.179999999993,P
5061,369.2634225,13.330852,34164.605,0,257,34164.605,0,34164.605,S
5364,369.3837589,14.963276,227827.61,231358.25,258,227827.61,231358.25,3530.640000000014,P
5406,372.2741899,15.291973,57669.81,8452.227,259,57669.81,8452.227,49217.583,S
3020,373.0547352,5.5327864,0,63977.633,260,0,171015.71899999998,171015.71899999998,P
3114,373.054846,5.835109,0,107038.086,260,0,171015.71899999998,171015.71899999998,P
2087,373.0762324,3.2613854,328389.2,0,261,328389.2,0,328389.2,S
5177,374.1769746,13.88542,19255.48,0,262,19255.48,0,19255.48,S
3586,374.2535549,8.329052,128111.734,0,263,128111.734,0,128111.734,S
1386,376.1602236,2.3022604,154092.81,18907.309,264,154092.81,18907.309,135185.501,S
5470,376.2844805,15.739872,107070.4,10822.284,265,107070.4,10822.284,96248.116,S
5508,378.3000474,15.888228,166714.1,0,266,239660.475,0,239660.475,S
5691,378.3001351,16.651236,72946.375,0,266,239660.475,0,239660.475,S
3484,380.2068639,7.721014,24303.832,17259.002,267,55948.035,36177.835999999996,19770.199000000008,S
3413,380.2069425,7.3344293,31644.203,18918.834,267,55948.035,36177.835999999996,19770.199000000008,S
5223,380.2794539,14.234907,30131.305,0,268,30131.305,0,30131.305,S
5706,380.3156725,16.745813,66819.24,0,269,66819.24,0,66819.24,S
2819,381.0270626,4.95059,821730.7,0,270,821730.7,0,821730.7,S
402,381.0788329,0.89330906,713962.9,77635.984,271,713962.9,77635.984,636326.916,S
3402,381.1806159,7.2848244,2710404.5,586251.06,272,2710404.5,586251.06,2124153.44,S
1744,384.1149369,2.746937,87195.67,0,273,87195.67,0,87195.67,S
2431,385.207996,4.168787,1289990.2,0,274,1289990.2,0,1289990.2,S
5352,385.3785985,14.851593,54771.074,56830.22,275,54771.074,56830.22,2059.1460000000006,P
5158,386.151177,13.853245,68956.836,0,276,68956.836,0,68956.836,S
2477,388.2537845,4.2602572,48492.742,52717.29,277,48492.742,52717.29,4224.5480000000025,P
3022,388.5588928,5.5327864,0,95250.875,278,0,95250.875,95250.875,P
2743,389.5666737,4.8015637,0,157183.81,279,0,157183.81,157183.81,P
6857,391.2837139,19.256666,100461.49,0,280,100461.49,0,100461.49,S
1725,392.1549268,2.7172384,41187.797,0,281,41187.797,0,41187.797,S
5609,392.3154248,16.343948,146513.58,0,282,146513.58,0,146513.58,S
3517,394.2223863,7.9123707,0,11563.061,283,0,11563.061,11563.061,P
5444,397.3423291,15.611617,24728.873,0,284,24728.873,0,24728.873,S
5719,398.2323386,16.843855,286517.12,82535.84,285,286517.12,82535.84,203981.28,S
1253,399.1758461,2.1666958,63573.715,0,286,63573.715,0,63573.715,S
2545,399.2236935,4.390976,51304.785,0,287,51304.785,0,51304.785,S
3406,403.1627484,7.2979236,48456.574,0,288,48456.574,0,48456.574,S
5515,403.2323493,15.9098015,272754.78,127155.62,289,272754.78,127155.62,145599.16000000003,S
628,406.9078314,1.0878067,0,1409160.1,290,0,1409160.1,1409160.1,P
4323,407.3663552,10.506222,811125.6,168096.2,291,2403495.244,488003.30000000005,1915491.944,S
4554,407.3665413,11.10828,641012,149727.89,291,2403495.244,488003.30000000005,1915491.944,S
4590,407.3666421,11.169519,516483.1,107212.19,291,2403495.244,488003.30000000005,1915491.944,S
4491,407.3668466,10.984974,320099.06,28870.28,291,2403495.244,488003.30000000005,1915491.944,S
4798,407.366924,12.036168,114775.484,34096.74,291,2403495.244,488003.30000000005,1915491.944,S
3439,411.1910432,7.426602,6428318,1457112.1,292,6428318,1457112.1,4971205.9,S
4868,414.336643,12.339769,115746.984,20027.842,293,115746.984,20027.842,95719.14199999999,S
2463,420.1861645,4.2365956,72563.39,0,294,72563.39,0,72563.39,S
1809,421.1339358,2.8135843,69426.75,0,295,260295.23,21496.684,238798.546,S
1682,421.1340878,2.6489897,190868.48,21496.684,295,260295.23,21496.684,238798.546,S
6318,422.3835401,17.751022,20210.875,22176.943,296,20210.875,22176.943,1966.0679999999993,P
4140,423.3613896,10.065317,287854.4,37907.996,297,691503.246,88401.617,603101.6290000001,S
4212,423.3618036,10.255869,23643.176,0,297,691503.246,88401.617,603101.6290000001,S
4709,423.3618275,11.718733,297381.8,42066.03,297,691503.246,88401.617,603101.6290000001,S
3601,423.3619279,8.332411,82623.87,8427.591,297,691503.246,88401.617,603101.6290000001,S
2856,424.5695572,5.018608,0,70532.53,298,0,70532.53,70532.53,P
4324,425.3767576,10.506222,1018899.56,203129.66,299,3010322.73,661738.38,2348584.35,S
4555,425.3770036,11.10828,930081.25,237351.48,299,3010322.73,661738.38,2348584.35,S
4591,425.377113,11.169519,629899.06,134720.2,299,3010322.73,661738.38,2348584.35,S
4378,425.3771566,10.59754,269489.06,41427.17,299,3010322.73,661738.38,2348584.35,S
4799,425.3774463,12.036168,161953.8,45109.87,299,3010322.73,661738.38,2348584.35,S
5741,425.4462223,16.993067,217537.53,152540.31,300,217537.53,152540.31,64997.22,S
2567,425.5772424,4.4447064,0,117240.414,301,0,189088.234,189088.234,P
2471,425.5773745,4.2544265,0,71847.82,301,0,189088.234,189088.234,P
5592,426.2998318,16.284538,33522.688,0,302,33522.688,0,33522.688,S
4952,428.3523053,12.888878,76306.1,18452.496,303,76306.1,18452.496,57853.60400000001,S
2623,432.2802771,4.5433183,38774.12,51230.37,304,38774.12,51230.37,12456.25,P
3214,433.1126986,6.3375626,245347.47,0,305,245347.47,0,245347.47,S
2385,433.1338622,4.014946,1905415.2,202968.2,306,2350926.06,232217.66900000002,2118708.391,S
2332,433.1340482,3.8892164,319462.3,19496.828,306,2350926.06,232217.66900000002,2118708.391,S
2278,433.1340961,3.7393007,126048.56,9752.641,306,2350926.06,232217.66900000002,2118708.391,S
3440,433.1729534,7.426602,57368.914,52669.32,307,57368.914,52669.32,4699.593999999997,S
5518,434.2746034,15.9098015,193267.78,90051.22,308,193267.78,90051.22,103216.56,S
3153,435.1283537,6.045516,589826.8,77892.16,309,3065959.2800000003,343975.81999999995,2721983.4600000004,S
3109,435.1284195,5.8339906,137360.28,0,309,3065959.2800000003,343975.81999999995,2721983.4600000004,S
3224,435.1284288,6.4364204,2338772.2,266083.66,309,3065959.2800000003,343975.81999999995,2721983.4600000004,S
1070,435.1973732,1.9672261,81107.91,9834.126,310,81107.91,9834.126,71273.784,S
4849,435.274162,12.204926,42790.1,0,311,42790.1,0,42790.1,S
5039,439.356956,13.183539,169874.1,25020.795,312,246654.76400000002,33853.911,212800.85300000003,S
3830,439.356959,9.114239,76780.664,8833.116,312,246654.76400000002,33853.911,212800.85300000003,S
3468,441.2016602,7.560073,5084365.5,1154289.4,313,5084365.5,1154289.4,3930076.1,S
4276,441.3718497,10.439782,183559.75,0,314,568659.65,52776.616,515883.03400000004,S
4141,441.3722104,10.065317,298695.38,42181.54,314,568659.65,52776.616,515883.03400000004,S
4710,441.3726018,11.718733,86404.52,10595.076,314,568659.65,52776.616,515883.03400000004,S
4338,446.7101558,10.522253,84655.01,29199.098,315,84655.01,29199.098,55455.912,S
3119,449.1071374,5.8676057,362752.72,0,316,1751916.92,29391.645,1722525.275,S
3167,449.1076142,6.1147876,1002819.56,0,316,1751916.92,29391.645,1722525.275,S
2998,449.1076848,5.4264402,177485.84,29391.645,316,1751916.92,29391.645,1722525.275,S
3272,449.10794,6.632236,75392.6,0,316,1751916.92,29391.645,1722525.275,S
3318,449.1079503,6.7574,133466.2,0,316,1751916.92,29391.645,1722525.275,S
3250,453.1384861,6.5310755,506937.5,0,317,506937.5,0,506937.5,S
3991,453.3360935,9.591279,39973.78,0,318,51834.638,0,51834.638,S
3917,453.336715,9.342775,11860.858,0,318,51834.638,0,51834.638,S
3069,453.3436679,5.669156,48180.45,62454.18,319,48180.45,62454.18,14273.730000000003,P
3442,456.2491327,7.426602,67985.086,50070.598,320,67985.086,50070.598,17914.487999999998,S
3231,457.1102085,6.4370556,70563.47,0,321,70563.47,0,70563.47,S
4676,458.3112623,11.560558,37513.008,0,322,37513.008,0,37513.008,S
2236,462.233663,3.621454,72171.39,0,323,72171.39,0,72171.39,S
3199,463.0864174,6.271851,1438193.8,0,324,1801811.5420000001,0,1801811.5420000001,S
2933,463.0868275,5.2326546,316210.66,0,324,1801811.5420000001,0,1801811.5420000001,S
3273,463.0872111,6.632236,47407.082,0,324,1801811.5420000001,0,1801811.5420000001,S
3163,463.1233149,6.1079283,163101.8,31939.172,325,293092.15,31939.172,261152.97800000003,S
3396,463.1236366,7.229995,129990.35,0,325,293092.15,31939.172,261152.97800000003,S
3472,463.1836372,7.57481,47379.76,35850.582,326,47379.76,35850.582,11529.178,S
2999,465.1021929,5.4264402,1645118.6,305468.75,327,3019645.4000000004,381947.2,2637698.2,S
3085,465.1028268,5.720377,1374526.8,76478.45,327,3019645.4000000004,381947.2,2637698.2,S
3168,466.1342731,6.1147876,169499.98,0,328,169499.98,0,169499.98,S
3233,466.1706457,6.4370556,226017.77,0,329,226017.77,0,226017.77,S
3189,476.2130344,6.242293,106618.18,0,330,106618.18,0,106618.18,S
4771,478.2930919,11.851087,89508.445,0,331,89508.445,0,89508.445,S
3139,479.1178523,5.9673967,441114.2,31482.834,332,441114.2,31482.834,409631.36600000004,S
3235,480.1506391,6.4370556,55942.41,0,333,55942.41,0,55942.41,S
1781,480.1715519,2.776633,205585.8,0,334,278669.5,0,278669.5,S
2005,480.1716377,3.1016521,73083.7,0,334,278669.5,0,278669.5,S
3070,484.3860006,5.669156,20672.258,31654.01,335,20672.258,31654.01,10981.751999999997,P
3473,486.2596729,7.57481,60959.914,41136.996,336,60959.914,41136.996,19822.917999999998,S
3399,488.2126508,7.259699,211226.44,0,337,211226.44,0,211226.44,S
6921,488.3943272,19.91901,37273.055,40082.39,338,37273.055,40082.39,2809.334999999999,P
4492,495.3831878,10.984974,249469.78,17773.873,339,249469.78,17773.873,231695.907,S
5080,496.339994,13.4719925,77227.09,26796.164,340,77227.09,26796.164,50430.92599999999,S
2089,519.1343547,3.2613854,2298253.2,0,341,2298253.2,0,2298253.2,S
4950,520.3399546,12.854902,72718.02,0,342,72718.02,0,72718.02,S
3455,525.173462,7.519833,83682.47,0,343,83682.47,0,83682.47,S
3275,533.3408316,6.6394434,0,54874.234,344,0,54874.234,54874.234,P
3023,535.1075728,5.5327864,0,74893.64,345,0,124449.97200000001,124449.97200000001,P
3115,535.1078394,5.835109,0,49556.332,345,0,124449.97200000001,124449.97200000001,P
6770,535.2700422,18.802643,288505.56,63629.95,346,288505.56,63629.95,224875.61,S
2090,536.1607888,3.2613854,264086.66,0,347,264086.66,0,264086.66,S
2788,537.1231541,4.894242,0,49786.867,348,0,49786.867,49786.867,P
3997,563.2501127,9.600231,70285.47,5448.9453,349,70285.47,5448.9453,64836.5247,S
2334,565.1765424,3.896296,0,50096.785,350,0,50096.785,50096.785,P
6778,565.2442679,18.870195,42872.45,0,351,42872.45,0,42872.45,S
6847,566.4773455,19.189308,15281.406,6225.0356,352,15281.406,6225.0356,9056.3704,S
3160,567.1708759,6.0851803,110173,0,353,110173,0,110173,S
6200,568.1913413,17.559425,199402.34,474795.3,354,577641.18,474795.3,102845.88000000006,S
5877,568.191565,17.277214,378238.84,0,354,577641.18,474795.3,102845.88000000006,S
6816,576.4985313,19.0605,0,32366.904,355,0,32366.904,32366.904,P
3060,578.1869334,5.641974,129650.805,0,356,129650.805,0,129650.805,S
3130,579.1700416,5.963583,269975.94,0,357,15884193.57,1433916.59,14450276.98,S
3349,579.1703317,6.899485,7910499,679523.5,357,15884193.57,1433916.59,14450276.98,S
3255,579.1704333,6.5353603,3428049,396180.03,357,15884193.57,1433916.59,14450276.98,S
3307,579.1704392,6.700319,4021209.8,358213.06,357,15884193.57,1433916.59,14450276.98,S
3216,579.1704884,6.3375626,172229.45,0,357,15884193.57,1433916.59,14450276.98,S
3241,579.1707498,6.4710827,82230.38,0,357,15884193.57,1433916.59,14450276.98,S
3561,584.2756744,8.236061,345870.44,44719.82,358,345870.44,44719.82,301150.62,S
3120,595.1650615,5.8680134,10300000,692692.9,359,10454074.3,692692.9,9761381.4,S
2919,595.1650958,5.167359,154074.3,0,359,10454074.3,692692.9,9761381.4,S
6834,598.5766482,19.110388,89859.21,83065.65,360,89859.21,83065.65,6793.560000000012,S
4346,599.3933209,10.538446,95869.484,14717.265,361,95869.484,14717.265,81152.219,S
3343,601.1519601,6.896063,142308.9,0,362,460060.44,0,460060.44,S
3251,601.1521284,6.5310755,179841.9,0,362,460060.44,0,460060.44,S
3297,601.1522701,6.6921215,137909.64,0,362,460060.44,0,460060.44,S
2936,609.1445761,5.2326546,1359383.2,0,363,1887153.416,23884.893,1863268.523,S
2770,609.144764,4.854903,413522.2,0,363,1887153.416,23884.893,1863268.523,S
2845,609.1447771,5.0113897,114248.016,0,363,1887153.416,23884.893,1863268.523,S
3202,609.1452421,6.305383,0,23884.893,363,1887153.416,23884.893,1863268.523,S
6640,609.2702257,18.278572,144012.36,0,364,144012.36,0,144012.36,S
3262,610.2123642,6.564788,695613.75,0,365,1127542.31,0,1127542.31,S
3298,610.212619,6.6921215,431928.56,0,365,1127542.31,0,1127542.31,S
3000,611.1597658,5.4264402,61100000,13500000,366,61100000,13500000,47600000,S
5315,611.2861253,14.649517,273130.1,36131.707,367,273130.1,36131.707,236998.39299999998,S
3608,614.2859788,8.364602,470267.72,58888.727,368,470267.72,58888.727,411378.99299999996,S
3253,617.1259947,6.5310755,141332.02,0,369,345965.3,0,345965.3,S
3299,617.1261587,6.6921215,104209.9,0,369,345965.3,0,345965.3,S
3345,617.1261594,6.896063,100423.38,0,369,345965.3,0,345965.3,S
4200,621.3281754,10.188107,84383.016,7264.4717,370,84383.016,7264.4717,77118.54430000001,S
2804,623.160361,4.9181933,207692.22,0,371,207692.22,0,207692.22,S
5349,624.4985751,14.828193,87381.34,0,372,87381.34,0,87381.34,S
2835,625.1390559,4.98182,208567.28,0,373,208567.28,0,208567.28,S
3140,625.1755634,5.9673967,17400000,1353121,374,17475765.54,1353121,16122644.54,S
2945,625.1768017,5.262709,75765.54,0,374,17475765.54,1353121,16122644.54,S
6204,625.2649,17.559425,2071941.6,171161.47,375,2141983.866,171161.47,1970822.396,S
5368,625.2653908,14.981952,70042.266,0,375,2141983.866,171161.47,1970822.396,S
5834,625.301663,17.217968,47419.98,0,376,47419.98,0,47419.98,S
2642,627.1552576,4.6024523,187070.75,5966.817,377,187070.75,5966.817,181103.933,S
4450,635.3437256,10.891909,112156.57,11114.096,378,112156.57,11114.096,101042.474,S
4284,635.4145049,10.441081,230415.61,31231.877,379,405691.06,54179.459,351511.601,S
4144,635.4146369,10.065317,175275.45,22947.582,379,405691.06,54179.459,351511.601,S
2186,636.1041557,3.4928238,144355.75,0,380,144355.75,0,144355.75,S
3263,636.3383566,6.564788,295561.25,0,381,295561.25,0,295561.25,S
5037,636.446831,13.173719,92020.03,0,382,92020.03,0,92020.03,S
2699,637.1117051,4.7280645,128690.25,0,383,380683.686,0,380683.686,S
2510,637.1119648,4.325395,78418.336,0,383,380683.686,0,380683.686,S
2600,637.1120501,4.479628,173575.1,0,383,380683.686,0,380683.686,S
5602,639.2445161,16.314255,250210.86,0,384,250210.86,0,250210.86,S
6765,639.2807144,18.776115,62376.49,0,385,62376.49,0,62376.49,S
2404,641.1344314,4.074934,30786.178,0,386,30786.178,0,30786.178,S
2807,641.1705051,4.920844,391958.8,135678.83,387,391958.8,135678.83,256279.97,S
3635,644.2964487,8.465375,518986.03,79219.91,388,518986.03,79219.91,439766.12,S
2511,645.1656206,4.325395,111256.32,0,389,111256.32,0,111256.32,S
6189,647.2470483,17.558783,55796.156,0,390,55796.156,0,55796.156,S
4021,650.3181165,9.678772,693433.75,65916.234,391,801264.125,76556.29,724707.835,S
3970,650.3184871,9.524046,107830.375,10640.056,391,801264.125,76556.29,724707.835,S
3355,650.3546846,6.929229,417589.5,35306.312,392,417589.5,35306.312,382283.188,S
2848,656.1468601,5.0113897,142388.45,0,393,142388.45,0,142388.45,S
4773,659.2713764,11.881294,30824.705,0,394,30824.705,0,30824.705,S
2277,660.1771661,3.7155404,47788.18,0,395,47788.18,0,47788.18,S
4267,664.3337789,10.381559,510757.5,45563.105,396,627995.96,54894.043000000005,573101.9169999999,S
4201,664.3342591,10.188107,117238.46,9330.938,396,627995.96,54894.043000000005,573101.9169999999,S
2789,665.170363,4.894242,0,340028.88,397,53633.22,675853.451,622220.231,P
2736,665.1704825,4.798713,53633.22,227219.11,397,53633.22,675853.451,622220.231,P
2687,665.17061880000006,4.699768,0,83708.18,397,53633.22,675853.451,622220.231,P
3178,665.1712199,6.166077,0,24897.281,397,53633.22,675853.451,622220.231,P
5402,665.296409,15.253513,0,44411.426,398,0,44411.426,44411.426,P
4285,666.3124145,10.441081,2119365.2,252906.95,399,3190105.2,344496.12600000005,2845609.074,S
4379,666.3125492,10.59754,887632,72482.74,399,3190105.2,344496.12600000005,2845609.074,S
3757,666.3130573,8.938593,183108,19106.436,399,3190105.2,344496.12600000005,2845609.074,S
2923,667.1867476,5.181788,0,142460.17,400,0,274359.73,274359.73,P
2969,667.1868443,5.310336,0,131899.56,400,0,274359.73,274359.73,P
3537,668.3292438,7.9922347,22038.68,0,401,22038.68,0,22038.68,S
3679,674.3069697,8.564207,0,59892.07,402,0,59892.07,59892.07,P
2976,678.203029,5.3228674,52245.26,0,403,52245.26,0,52245.26,S
2653,680.2181832,4.638818,307963.03,23980.408,404,307963.03,23980.408,283982.62200000003,S
4616,680.3284713,11.234113,794210.94,64426.164,405,4401452,408753.9705,3992698.0295,S
4493,680.3286308,10.984974,2725901.5,261196.72,405,4401452,408753.9705,3992698.0295,S
4783,680.3287834,11.941618,40661.45,0,405,4401452,408753.9705,3992698.0295,S
3998,680.3288039,9.600231,769376.7,76326.234,405,4401452,408753.9705,3992698.0295,S
4736,680.3288464,11.798667,71301.41,6804.8525,405,4401452,408753.9705,3992698.0295,S
3024,681.1652167,5.5327864,0,2577507.8,406,291225.38,3473288.3,3182062.92,P
3111,681.1654543,5.83455,291225.38,895780.5,406,291225.38,3473288.3,3182062.92,P
3749,682.308062,8.90326,42544.523,0,407,42544.523,0,42544.523,S
2737,683.1808928,4.798713,1172984,5047169.5,408,2406713.856,11380860.73,8974146.874,P
2781,683.1810696,4.891549,903443.2,4519274.5,408,2406713.856,11380860.73,8974146.874,P
2682,683.1811287,4.6992426,260483.83,1235633.6,408,2406713.856,11380860.73,8974146.874,P
3096,683.1811961,5.7357407,0,117055.89,408,2406713.856,11380860.73,8974146.874,P
3172,683.1813732,6.125184,47905.82,215073.58,408,2406713.856,11380860.73,8974146.874,P
3141,683.1818546,5.9673967,21897.006,246653.66,408,2406713.856,11380860.73,8974146.874,P
4196,684.3023785,10.158923,101220.89,0,409,101220.89,0,101220.89,S
3686,684.3232365,8.584036,48239.402,0,410,103270.812,0,103270.812,S
3633,684.323412,8.456934,55031.41,0,410,103270.812,0,103270.812,S
2821,689.1375623,4.95059,1570494,0,411,1570494,0,1570494,S
4864,694.3443571,12.309674,108077.91,8077.701,412,155446.69,8077.701,147368.989,S
4906,694.3449306,12.567494,47368.78,0,412,155446.69,8077.701,147368.989,S
3152,695.1812945,6.03592,0,304155.28,413,46579.668,450575.15900000004,403995.49100000004,P
2589,695.1814996,4.477393,0,40896.363,413,46579.668,450575.15900000004,403995.49100000004,P
3203,695.1815333,6.306692,46579.668,105523.516,413,46579.668,450575.15900000004,403995.49100000004,P
2983,697.1966106,5.4069595,0,334518.9,414,97462.81,806796.8960000001,709334.0860000001,P
2949,697.1975272,5.2865453,97462.81,456349.2,414,97462.81,806796.8960000001,709334.0860000001,P
3244,697.1977046,6.505431,0,15928.796,414,97462.81,806796.8960000001,709334.0860000001,P
4368,697.3546039,10.593012,191236,0,415,191236,0,191236,S
3781,698.3390594,8.967128,58429.016,0,416,58429.016,0,58429.016,S
4427,700.2974436,10.762711,711629.8,73315.516,417,970729.6000000001,94377.12,876352.4800000001,S
4457,700.2975898,10.936785,259099.8,21061.604,417,970729.6000000001,94377.12,876352.4800000001,S
4617,711.3705706,11.234113,119788.96,5970.375,418,264449.4,5970.375,258479.02500000002,S
4484,711.3706841,10.982533,144660.44,0,418,264449.4,5970.375,258479.02500000002,S
6361,712.5350826,17.813751,14968.897,0,419,14968.897,0,14968.897,S
3861,716.2924199,9.182819,49390.58,0,420,49390.58,0,49390.58,S
2570,719.1807373,4.4447064,0,146200.72,421,0,146200.72,146200.72,P
2432,726.2242996,4.168787,84982.39,0,422,84982.39,0,84982.39,S
4464,731.3391562,10.946129000000001,66098.43,0,423,124836.89499999999,0,124836.89499999999,S
4424,731.339461,10.757341,58738.465,0,423,124836.89499999999,0,124836.89499999999,S
2857,735.1761331,5.018608,0,310632.03,424,0,310632.03,310632.03,P
2937,737.1553697,5.2326546,69603.25,0,425,69603.25,0,69603.25,S
2571,737.1914063,4.4447064,0,570511.1,426,0,1023076.5499999999,1023076.5499999999,P
2646,737.191581,4.6036873,0,358628.75,426,0,1023076.5499999999,1023076.5499999999,P
2721,737.1918002,4.7635508,0,93936.7,426,0,1023076.5499999999,1023076.5499999999,P
2465,738.2237813,4.2365956,1950680,0,427,1950680,29979.883,1920700.117,S
2407,738.2239781,4.0919642,0,29979.883,427,1950680,29979.883,1920700.117,S
2911,743.2024304,5.159665,2180793.5,284598.38,428,2180793.5,284598.38,1896195.12,S
2487,744.1979219,4.266088,73908.45,0,429,73908.45,0,73908.45,S
2548,752.2392037,4.3998604,84249.31,28943.625,430,332905.28,53717.588,279187.69200000004,S
2660,752.2401838,4.6685877,248655.97,24773.963,430,332905.28,53717.588,279187.69200000004,S
2909,753.1857512,5.151972,0,99252.39,431,0,1740170.95,1740170.95,P
2750,753.1863069,4.8015637,0,689358.06,431,0,1740170.95,1740170.95,P
2858,753.1867406,5.018608,0,951560.5,431,0,1740170.95,1740170.95,P
2910,755.2018135,5.151972,0,105132.74,432,0,3815481.7,3815481.7,P
2572,755.2020651,4.4447064,0,1840909,432,0,3815481.7,3815481.7,P
2475,755.2021435,4.2544265,0,962629.56,432,0,3815481.7,3815481.7,P
2647,755.2022261,4.6036873,0,906810.4,432,0,3815481.7,3815481.7,P
2417,756.1987525,4.1047153,63666.207,0,433,63666.207,0,63666.207,S
2703,757.2178628,4.7280645,937763.44,0,434,1077460.17,30442.867,1047017.303,S
2805,757.2182543,4.9181933,139696.73,0,434,1077460.17,30442.867,1047017.303,S
3050,757.2185861,5.636074,0,30442.867,434,1077460.17,30442.867,1047017.303,S
4194,757.3187203,10.158115,176960.31,15839.42,435,232153.193,15839.42,216313.773,S
4232,757.318795,10.285797,55192.883,0,435,232153.193,15839.42,216313.773,S
3392,759.1773729,7.1913867,23230.852,0,436,23230.852,0,23230.852,S
3017,767.2020936,5.500223,0,117986.09,437,0,117986.09,117986.09,P
4808,768.4888738,12.046012,58163.605,0,438,58163.605,0,58163.605,S
2688,769.2179556,4.699768,0,53607.7,439,0,142566.12,142566.12,P
2875,769.2185209,5.0573506,0,88958.42,439,0,142566.12,142566.12,P
2921,771.2333646,5.167359,480523.88,0,440,480523.88,0,480523.88,S
2602,772.191549,4.479628,111753.75,0,441,111753.75,0,111753.75,S
2433,779.1665414,4.168787,78941.98,0,442,78941.98,0,78941.98,S
4347,779.4559605,10.538446,169505.19,32722.102,443,169505.19,32722.102,136783.088,S
4286,784.4832722,10.44238,0,40464.164,444,0,40464.164,40464.164,P
2117,791.1670872,3.328075,68874,0,445,68874,0,68874,S
3150,793.1819254,6.022066,177933.78,0,446,177933.78,0,177933.78,S
2252,795.1613147,3.6513617,23523.9,0,447,23523.9,0,23523.9,S
4558,795.4518142,11.10828,717222.1,90698.86,448,717222.1,90698.86,626523.24,S
4711,796.4838393,11.718733,469130.9,65892.08,449,469130.9,65892.08,403238.82,S
4172,797.4668294,10.095703,186300.05,0,450,11686300.05,2135129,9551171.05,S
4331,797.4669107,10.506222,11500000,2135129,450,11686300.05,2135129,9551171.05,S
4559,798.4988242,11.10828,3623072.8,1297515.9,451,3623072.8,1297515.9,2325556.9,S
2491,808.2291318,4.288413,0,57985.965,452,0,57985.965,57985.965,P
2421,810.2451009,4.1261234,0,162254.95,453,0,275654.744,275654.744,P
2302,810.245222,3.801659,0,81926.64,453,0,275654.744,275654.744,P
2348,810.245288,3.9263656,0,31473.154,453,0,275654.744,275654.744,P
4561,812.5143003,11.10828,147328.39,74442.055,454,147328.39,74442.055,72886.33500000002,S
3565,813.4624814,8.261196,34128.617,0,455,34128.617,0,34128.617,S
3699,814.4948555,8.633422,0,27856.193,456,0,27856.193,27856.193,P
2633,824.260005,4.5743084,0,18435.602,457,0,18435.602,18435.602,P
3807,825.4265349,9.026495,61500.777,0,458,61500.777,0,61500.777,S
3994,826.4577724,9.591279,92307.4,0,459,92307.4,0,92307.4,S
3049,865.203408,5.6194887,71798.52,10965.654,460,71798.52,10965.654,60832.866,S
4332,867.4725451,10.506222,365194.06,34720.76,461,365194.06,34720.76,330473.3,S
4494,868.5049209,10.984974,380083.84,34169.17,462,380083.84,34169.17,345914.67000000004,S
2538,887.2814178,4.355015,48395.355,0,463,48395.355,0,48395.355,S
