"row.ID","row.m.z","row.retention.time","X20240730_Ext_E31_24h_ddms30.mzML.Peak.area","X20240730_Ext_E31_MGO_24h_ddms30.mzML.Peak.area"
2703,757.2178628,4.7280645,937763.44,0
2805,757.2182543,4.9181933,139696.73,0
3050,757.2185861,5.636074,0,30442.867
4194,757.3187203,10.158115,176960.31,15839.42
4232,757.318795,10.285797,55192.883,0
3392,759.1773729,7.1913867,23230.852,0
3017,767.2020936,5.500223,0,117986.09
4808,768.4888738,12.046012,58163.605,0
2688,769.2179556,4.699768,0,53607.7
2875,769.2185209,5.0573506,0,88958.42
2921,771.2333646,5.167359,480523.88,0
2602,772.191549,4.479628,111753.75,0
2433,779.1665414,4.168787,78941.98,0
4347,779.4559605,10.538446,169505.19,32722.102
4286,784.4832722,10.44238,0,40464.164
2117,791.1670872,3.328075,68874,0
3150,793.1819254,6.022066,177933.78,0
2252,795.1613147,3.6513617,23523.9,0
4558,795.4518142,11.10828,717222.1,90698.86
4711,796.4838393,11.718733,469130.9,65892.08
4172,797.4668294,10.095703,186300.05,0
4331,797.4669107,10.506222,11500000,2135129
4559,798.4988242,11.10828,3623072.8,1297515.9
2491,808.2291318,4.288413,0,57985.965
2421,810.2451009,4.1261234,0,162254.95
2302,810.245222,3.801659,0,81926.64
2348,810.245288,3.9263656,0,31473.154
4561,812.5143003,11.10828,147328.39,74442.055
3565,813.4624814,8.261196,34128.617,0
3699,814.4948555,8.633422,0,27856.193
2633,824.260005,4.5743084,0,18435.602
3807,825.4265349,9.026495,61500.777,0
3994,826.4577724,9.591279,92307.4,0
3049,865.203408,5.6194887,71798.52,10965.654
4332,867.4725451,10.506222,365194.06,34720.76
4494,868.5049209,10.984974,380083.84,34169.17
2538,887.2814178,4.355015,48395.355,0
6812,888.8004592,19.05806,348834.34,381368.22
6899,892.7358715,19.589884,112621.65,50296.906
3388,895.1937676,7.160728,19237.078,0
4466,900.5311595,10.946129,136493.69,0
6813,912.8006393,19.05806,576411.7,769396.7
6549,912.8008706,18.127333,117365.945,0
4592,914.5460466,11.169519,412527.28,81421.04
4173,925.5143382,10.095703,130373.266,0
4372,927.5310581,10.593012,66901.86,0
4409,941.5105174,10.715515,347021.16,39866.47
4567,942.5413936,11.125077,208395.3,44092.836
4180,943.525383,10.128307,6724831,938512.25
4334,944.5563495,10.506222,1767738.2,907541.9
4380,944.5570843,10.59754,932279.44,178591.55
3844,958.5369165,9.122816,180330.2,0
3530,959.5213877,7.9617677,63844.844,0
3602,960.5524245,8.332411,324293.1,33114.406
3737,971.4849791,8.836514,53183.094,0
3895,972.515715,9.2483225,254898.38,0
4206,1013.531433,10.188832,252622.34,0
3314,1019.328951,6.7272196,84472.75,0
3456,1049.339785,7.519833,166779.11,0
3321,1049.340382,6.7574,99769.516,0
2187,1071.224865,3.4928238,127444.25,0
2706,1073.240322,4.7280645,69845.23,0
2603,1073.240363,4.479628,138396.11,0
2289,1127.272988,3.7453322,60975.758,0
2346,1217.282774,3.9117014,326628.28,0
2188,1217.282802,3.4928238,1115643.5,0
2145,1217.283384,3.394719,327949.8,0
2673,1219.298396,4.6692123,836576.6,0
3092,1219.298457,5.734579,123440.266,0
2518,1219.298497,4.325395,820127.5,0
2592,1219.299336,4.478511,1521431.8,20139.863
3009,1221.311671,5.4457026,720935.4,0
2732,1233.313676,4.7958627,265850.9,0
2452,1365.357874,4.2070594,71613.25,0
